menu_id,restaurant_id,item_name,price
254,51,Burger,144
255,51,Burger,246
256,52,Sandwich,125
257,52,Pizza,422
258,52,Noodles,514
259,52,Roll,289
260,52,Fried Rice,222
261,53,Biryani,231
262,53,Biryani,183
263,53,Fried Rice,242
264,53,Fried Rice,285
265,53,Burger,139
266,54,Biryani,532
267,54,Pasta,301
268,54,Sandwich,207
269,54,Roll,106
270,54,Sandwich,303
271,55,Paneer Tikka,588
272,55,Fried Rice,451
273,55,Fried Rice,554
274,55,Sandwich,529
275,55,Roll,408
276,56,Burger,431
277,56,Noodles,483
278,56,Pizza,515
279,56,Burger,569
280,56,Paneer Tikka,308
281,57,Fried Rice,508
282,57,Paneer Tikka,194
283,57,Noodles,426
284,57,Biryani,493
285,57,Roll,145
286,58,Noodles,115
287,58,Paneer Tikka,119
288,58,Sandwich,102
289,58,Paneer Tikka,203
290,58,Momos,414
291,59,Sandwich,503
292,59,Noodles,524
293,59,Burger,406
294,59,Biryani,569
295,59,Biryani,450
296,60,Pasta,587
297,60,Roll,459
298,60,Fried Rice,501
299,60,Biryani,422
300,60,Noodles,269
301,61,Burger,297
302,61,Noodles,108
303,61,Sandwich,113
304,61,Paneer Tikka,108
305,61,Pizza,527
306,62,Pasta,579
307,62,Biryani,109
308,62,Paneer Tikka,570
309,62,Roll,327
310,62,Pasta,498
311,63,Pizza,209
312,63,Biryani,489
313,63,Paneer Tikka,388
314,63,Roll,455
315,63,Fried Rice,535
316,64,Fried Rice,132
317,64,Biryani,200
318,64,Pizza,165
319,64,Roll,576
320,64,Noodles,277
321,65,Fried Rice,317
322,65,Noodles,311
323,65,Fried Rice,438
324,65,Biryani,138
325,65,Sandwich,514
326,66,Biryani,422
327,66,Noodles,424
328,66,Burger,545
329,66,Momos,406
330,66,Fried Rice,578
331,67,Biryani,583
332,67,Fried Rice,393
333,67,Noodles,291
334,67,Biryani,438
335,67,Fried Rice,265
336,68,Momos,380
337,68,Noodles,585
338,68,Paneer Tikka,145
339,68,Paneer Tikka,197
340,68,Sandwich,472
341,69,Roll,517
342,69,Biryani,210
343,69,Fried Rice,345
344,69,Sandwich,102
345,69,Burger,253
346,70,Pasta,361
347,70,Paneer Tikka,136
348,70,Noodles,383
349,70,Roll,165
350,70,Fried Rice,264
351,71,Paneer Tikka,343
352,71,Roll,174
353,71,Noodles,212
354,71,Biryani,293
355,71,Roll,288
356,72,Roll,416
357,72,Momos,482
358,72,Burger,254
359,72,Sandwich,358
360,72,Fried Rice,430
361,73,Burger,176
362,73,Sandwich,355
363,73,Burger,116
364,73,Paneer Tikka,435
365,73,Paneer Tikka,476
366,74,Pizza,204
367,74,Paneer Tikka,468
368,74,Fried Rice,320
369,74,Sandwich,296
370,74,Paneer Tikka,132
371,75,Sandwich,193
372,75,Momos,451
373,75,Biryani,596
374,75,Pasta,151
375,75,Paneer Tikka,502
376,76,Fried Rice,212
377,76,Pasta,297
378,76,Roll,281
379,76,Roll,289
380,76,Pasta,375
381,77,Pasta,582
382,77,Biryani,231
383,77,Momos,226
384,77,Pizza,511
385,77,Pizza,203
386,78,Roll,323
387,78,Sandwich,490
388,78,Burger,264
389,78,Biryani,582
390,78,Pizza,319
391,79,Pizza,263
392,79,Pasta,514
393,79,Sandwich,220
394,79,Fried Rice,479
395,79,Roll,393
396,80,Biryani,515
397,80,Noodles,185
398,80,Sandwich,574
399,80,Pizza,600
400,80,Burger,152
401,81,Noodles,373
402,81,Noodles,501
403,81,Pizza,468
404,81,Noodles,203
405,81,Sandwich,472
406,82,Biryani,479
407,82,Burger,312
408,82,Pizza,528
409,82,Fried Rice,338
410,82,Sandwich,331
411,83,Momos,427
412,83,Biryani,321
413,83,Noodles,294
414,83,Roll,586
415,83,Pizza,394
416,84,Paneer Tikka,438
417,84,Paneer Tikka,151
418,84,Pizza,286
419,84,Fried Rice,279
420,84,Paneer Tikka,344
421,85,Sandwich,570
422,85,Biryani,429
423,85,Biryani,521
424,85,Pasta,513
425,85,Biryani,159
426,86,Burger,393
427,86,Pasta,349
428,86,Fried Rice,228
429,86,Noodles,145
430,86,Biryani,497
431,87,Roll,492
432,87,Momos,172
433,87,Noodles,596
434,87,Biryani,149
435,87,Roll,499
436,88,Noodles,592
437,88,Momos,313
438,88,Fried Rice,533
439,88,Roll,384
440,88,Fried Rice,179
441,89,Momos,335
442,89,Momos,216
443,89,Fried Rice,206
444,89,Momos,544
445,89,Fried Rice,165
446,90,Momos,170
447,90,Paneer Tikka,598
448,90,Noodles,118
449,90,Burger,464
450,90,Burger,308
451,91,Fried Rice,535
452,91,Burger,356
453,91,Sandwich,396
454,91,Sandwich,425
455,91,Momos,251
456,92,Momos,304
457,92,Paneer Tikka,446
458,92,Fried Rice,229
459,92,Sandwich,140
460,92,Burger,581
461,93,Pasta,261
462,93,Pizza,435
463,93,Fried Rice,127
464,93,Burger,426
465,93,Paneer Tikka,264
466,94,Biryani,171
467,94,Paneer Tikka,565
468,94,Biryani,545
469,94,Noodles,274
470,94,Burger,215
471,95,Biryani,235
472,95,Paneer Tikka,586
473,95,Noodles,340
474,95,Paneer Tikka,583
475,95,Sandwich,498
476,96,Roll,338
477,96,Noodles,108
478,96,Sandwich,329
479,96,Sandwich,574
480,96,Momos,318
481,97,Roll,211
482,97,Roll,287
483,97,Paneer Tikka,187
484,97,Pasta,436
485,97,Roll,514
486,98,Sandwich,382
487,98,Fried Rice,418
488,98,Momos,111
489,98,Biryani,482
490,98,Pizza,291
491,99,Burger,433
492,99,Sandwich,133
493,99,Fried Rice,421
494,99,Pizza,146
495,99,Momos,572
496,100,Fried Rice,217
497,100,Pizza,270
498,100,Pasta,224
499,100,Fried Rice,220
500,100,Noodles,225
501,101,Momos,300
502,101,Roll,118
503,101,Burger,233
504,101,Noodles,355
505,101,Pizza,349
506,102,Paneer Tikka,243
507,102,Pizza,529
508,102,Burger,567
509,102,Fried Rice,349
510,102,Fried Rice,374
511,103,Roll,235
512,103,Biryani,319
513,103,Paneer Tikka,186
514,103,Roll,484
515,103,Fried Rice,135
516,104,Momos,529
517,104,Sandwich,244
518,104,Sandwich,556
519,104,Fried Rice,203
520,104,Fried Rice,296
521,105,Fried Rice,187
522,105,Sandwich,285
523,105,Noodles,379
524,105,Pasta,213
525,105,Pasta,270
526,106,Burger,163
527,106,Pasta,548
528,106,Biryani,167
529,106,Momos,359
530,106,Burger,295
531,107,Pasta,166
532,107,Fried Rice,341
533,107,Sandwich,149
534,107,Burger,299
535,107,Pasta,294
536,108,Pizza,482
537,108,Roll,555
538,108,Pasta,143
539,108,Momos,233
540,108,Noodles,177
541,109,Roll,520
542,109,Fried Rice,598
543,109,Pizza,396
544,109,Sandwich,143
545,109,Momos,492
546,110,Burger,567
547,110,Biryani,368
548,110,Fried Rice,580
549,110,Sandwich,158
550,110,Biryani,108
551,111,Roll,515
552,111,Burger,504
553,111,Momos,525
554,111,Pizza,256
555,111,Burger,313
556,112,Momos,188
557,112,Momos,406
558,112,Roll,233
559,112,Pasta,519
560,112,Burger,111
561,113,Roll,196
562,113,Biryani,188
563,113,Pizza,425
564,113,Fried Rice,124
565,113,Noodles,156
566,114,Roll,185
567,114,Biryani,100
568,114,Burger,565
569,114,Biryani,187
570,114,Paneer Tikka,392
571,115,Biryani,598
572,115,Pasta,580
573,115,Burger,361
574,115,Sandwich,351
575,115,Burger,585
576,116,Pasta,355
577,116,Noodles,337
578,116,Momos,498
579,116,Fried Rice,400
580,116,Fried Rice,410
581,117,Sandwich,313
582,117,Biryani,524
583,117,Fried Rice,338
584,117,Sandwich,353
585,117,Burger,196
586,118,Fried Rice,198
587,118,Pizza,534
588,118,Fried Rice,338
589,118,Burger,491
590,118,Pasta,233
591,119,Momos,224
592,119,Sandwich,467
593,119,Paneer Tikka,165
594,119,Pasta,402
595,119,Burger,361
596,120,Roll,519
597,120,Fried Rice,516
598,120,Sandwich,479
599,120,Noodles,382
600,120,Noodles,563
601,121,Noodles,370
602,121,Momos,600
603,121,Paneer Tikka,588
604,121,Biryani,367
605,121,Biryani,275
606,122,Noodles,241
607,122,Roll,263
608,122,Roll,294
609,122,Noodles,224
610,122,Roll,414
611,123,Pizza,435
612,123,Sandwich,184
613,123,Fried Rice,381
614,123,Roll,181
615,123,Momos,547
616,124,Roll,141
617,124,Sandwich,344
618,124,Fried Rice,262
619,124,Pizza,519
620,124,Momos,365
621,125,Biryani,213
622,125,Pasta,281
623,125,Fried Rice,376
624,125,Momos,362
625,125,Momos,187
626,126,Pasta,425
627,126,Biryani,400
628,126,Biryani,205
629,126,Momos,116
630,126,Roll,425
631,127,Paneer Tikka,196
632,127,Sandwich,310
633,127,Fried Rice,448
634,127,Burger,261
635,127,Pasta,164
636,128,Biryani,558
637,128,Paneer Tikka,383
638,128,Sandwich,188
639,128,Momos,160
640,128,Pizza,521
641,129,Roll,150
642,129,Burger,417
643,129,Sandwich,191
644,129,Pizza,379
645,129,Pizza,171
646,130,Burger,308
647,130,Noodles,197
648,130,Fried Rice,530
649,130,Sandwich,561
650,130,Sandwich,502
651,131,Sandwich,407
652,131,Sandwich,339
653,131,Roll,233
654,131,Pizza,272
655,131,Fried Rice,132
656,132,Sandwich,390
657,132,Paneer Tikka,243
658,132,Paneer Tikka,269
659,132,Pizza,254
660,132,Pasta,232
661,133,Burger,175
662,133,Pasta,195
663,133,Roll,295
664,133,Pizza,572
665,133,Biryani,306
666,134,Pasta,465
667,134,Noodles,277
668,134,Roll,370
669,134,Pasta,303
670,134,Pizza,574
671,135,Roll,294
672,135,Fried Rice,216
673,135,Burger,152
674,135,Biryani,452
675,135,Paneer Tikka,140
676,136,Burger,391
677,136,Fried Rice,281
678,136,Paneer Tikka,159
679,136,Pasta,414
680,136,Pasta,211
681,137,Biryani,338
682,137,Biryani,371
683,137,Pasta,336
684,137,Noodles,347
685,137,Biryani,300
686,138,Burger,106
687,138,Pizza,188
688,138,Burger,219
689,138,Fried Rice,261
690,138,Pizza,313
691,139,Sandwich,171
692,139,Burger,239
693,139,Roll,282
694,139,Biryani,376
695,139,Fried Rice,353
696,140,Pasta,244
697,140,Noodles,588
698,140,Burger,286
699,140,Sandwich,114
700,140,Roll,503
701,141,Biryani,218
702,141,Burger,386
703,141,Momos,250
704,141,Pasta,517
705,141,Sandwich,250
706,142,Momos,135
707,142,Biryani,163
708,142,Pasta,554
709,142,Roll,102
710,142,Fried Rice,167
711,143,Momos,559
712,143,Pasta,481
713,143,Burger,200
714,143,Pasta,530
715,143,Biryani,521
716,144,Pasta,546
717,144,Biryani,373
718,144,Biryani,227
719,144,Roll,246
720,144,Momos,415
721,145,Paneer Tikka,219
722,145,Roll,176
723,145,Paneer Tikka,400
724,145,Roll,489
725,145,Pasta,572
726,146,Pasta,297
727,146,Paneer Tikka,357
728,146,Pasta,595
729,146,Pizza,391
730,146,Momos,165
731,147,Momos,198
732,147,Pasta,347
733,147,Biryani,340
734,147,Pizza,593
735,147,Fried Rice,559
736,148,Burger,354
737,148,Pasta,328
738,148,Pasta,358
739,148,Momos,303
740,148,Paneer Tikka,157
741,149,Burger,184
742,149,Biryani,413
743,149,Roll,227
744,149,Noodles,419
745,149,Paneer Tikka,242
746,150,Burger,118
747,150,Sandwich,328
748,150,Pizza,497
749,150,Paneer Tikka,553
750,150,Pasta,542
751,151,Paneer Tikka,208
752,151,Roll,109
753,151,Burger,237
754,151,Burger,221
755,151,Pasta,467
756,152,Biryani,444
757,152,Sandwich,393
758,152,Noodles,429
759,152,Pasta,356
760,152,Biryani,241
761,153,Fried Rice,299
762,153,Roll,108
763,153,Paneer Tikka,492
764,153,Pizza,548
765,153,Momos,477
766,154,Paneer Tikka,251
767,154,Burger,253
768,154,Pizza,597
769,154,Biryani,342
770,154,Pizza,283
771,155,Biryani,436
772,155,Roll,543
773,155,Pasta,412
774,155,Burger,593
775,155,Paneer Tikka,292
776,156,Roll,123
777,156,Pasta,425
778,156,Momos,563
779,156,Pasta,423
780,156,Noodles,345
781,157,Roll,588
782,157,Paneer Tikka,169
783,157,Pizza,284
784,157,Sandwich,413
785,157,Biryani,243
786,158,Roll,195
787,158,Pasta,329
788,158,Sandwich,199
789,158,Paneer Tikka,427
790,158,Pizza,198
791,159,Paneer Tikka,195
792,159,Sandwich,126
793,159,Pizza,124
794,159,Pasta,558
795,159,Pasta,321
796,160,Biryani,409
797,160,Paneer Tikka,369
798,160,Pizza,264
799,160,Paneer Tikka,568
800,160,Roll,296
801,161,Noodles,452
802,161,Biryani,315
803,161,Burger,116
804,161,Fried Rice,228
805,161,Paneer Tikka,354
806,162,Noodles,144
807,162,Fried Rice,520
808,162,Roll,172
809,162,Burger,142
810,162,Burger,193
811,163,Sandwich,273
812,163,Paneer Tikka,476
813,163,Burger,327
814,163,Pizza,560
815,163,Sandwich,230
816,164,Biryani,293
817,164,Pasta,320
818,164,Biryani,478
819,164,Fried Rice,298
820,164,Pizza,457
821,165,Sandwich,413
822,165,Paneer Tikka,267
823,165,Biryani,128
824,165,Pizza,235
825,165,Burger,393
826,166,Biryani,321
827,166,Biryani,380
828,166,Roll,474
829,166,Biryani,593
830,166,Burger,133
831,167,Noodles,428
832,167,Pizza,418
833,167,Burger,371
834,167,Burger,485
835,167,Pasta,330
836,168,Pasta,125
837,168,Burger,434
838,168,Biryani,214
839,168,Biryani,380
840,168,Burger,331
841,169,Biryani,317
842,169,Biryani,431
843,169,Pasta,287
844,169,Burger,368
845,169,Momos,282
846,170,Paneer Tikka,596
847,170,Burger,514
848,170,Fried Rice,482
849,170,Burger,212
850,170,Sandwich,392
851,171,Paneer Tikka,598
852,171,Biryani,453
853,171,Sandwich,243
854,171,Pasta,575
855,171,Fried Rice,433
856,172,Noodles,558
857,172,Pizza,103
858,172,Roll,368
859,172,Momos,305
860,172,Momos,301
861,173,Roll,390
862,173,Roll,421
863,173,Pizza,166
864,173,Pasta,242
865,173,Fried Rice,123
866,174,Noodles,199
867,174,Paneer Tikka,425
868,174,Pizza,594
869,174,Sandwich,537
870,174,Burger,178
871,175,Burger,596
872,175,Pasta,572
873,175,Pasta,332
874,175,Pasta,564
875,175,Pasta,587
876,176,Pasta,390
877,176,Pasta,260
878,176,Roll,220
879,176,Roll,163
880,176,Fried Rice,229
881,177,Pizza,124
882,177,Pasta,161
883,177,Burger,417
884,177,Biryani,124
885,177,Noodles,172
886,178,Momos,103
887,178,Pasta,577
888,178,Sandwich,116
889,178,Paneer Tikka,106
890,178,Pizza,192
891,179,Pizza,120
892,179,Burger,272
893,179,Sandwich,525
894,179,Roll,330
895,179,Noodles,481
896,180,Sandwich,384
897,180,Pizza,561
898,180,Momos,505
899,180,Momos,507
900,180,Roll,227
901,181,Biryani,259
902,181,Momos,311
903,181,Sandwich,111
904,181,Noodles,497
905,181,Roll,466
906,182,Sandwich,324
907,182,Biryani,470
908,182,Paneer Tikka,519
909,182,Pasta,564
910,182,Pasta,513
911,183,Pasta,133
912,183,Fried Rice,523
913,183,Biryani,355
914,183,Burger,150
915,183,Fried Rice,478
916,184,Burger,552
917,184,Momos,262
918,184,Roll,441
919,184,Biryani,505
920,184,Pasta,202
921,185,Roll,369
922,185,Fried Rice,207
923,185,Fried Rice,181
924,185,Paneer Tikka,528
925,185,Sandwich,455
926,186,Pasta,301
927,186,Fried Rice,291
928,186,Noodles,235
929,186,Biryani,595
930,186,Fried Rice,159
931,187,Fried Rice,414
932,187,Pasta,476
933,187,Roll,175
934,187,Noodles,517
935,187,Pasta,582
936,188,Momos,369
937,188,Noodles,390
938,188,Biryani,214
939,188,Sandwich,205
940,188,Noodles,447
941,189,Noodles,434
942,189,Sandwich,261
943,189,Pasta,288
944,189,Noodles,102
945,189,Burger,371
946,190,Roll,295
947,190,Paneer Tikka,245
948,190,Fried Rice,174
949,190,Pasta,448
950,190,Roll,159
951,191,Pizza,394
952,191,Roll,418
953,191,Pizza,490
954,191,Pizza,517
955,191,Pasta,214
956,192,Fried Rice,530
957,192,Burger,212
958,192,Fried Rice,310
959,192,Paneer Tikka,499
960,192,Momos,229
961,193,Sandwich,299
962,193,Burger,568
963,193,Momos,573
964,193,Fried Rice,485
965,193,Sandwich,462
966,194,Roll,297
967,194,Pizza,283
968,194,Roll,558
969,194,Pizza,279
970,194,Sandwich,244
971,195,Pizza,316
972,195,Noodles,502
973,195,Sandwich,321
974,195,Sandwich,173
975,195,Biryani,504
976,196,Fried Rice,405
977,196,Biryani,304
978,196,Pasta,365
979,196,Fried Rice,116
980,196,Pasta,369
981,197,Pizza,139
982,197,Roll,458
983,197,Biryani,107
984,197,Sandwich,503
985,197,Fried Rice,340
986,198,Paneer Tikka,188
987,198,Roll,269
988,198,Biryani,531
989,198,Burger,496
990,198,Noodles,530
991,199,Pizza,112
992,199,Burger,102
993,199,Sandwich,212
994,199,Roll,263
995,199,Fried Rice,409
996,200,Fried Rice,149
997,200,Pasta,247
998,200,Noodles,588
999,200,Momos,139
1000,200,Roll,305
1001,201,Fried Rice,340
1002,201,Fried Rice,189
1003,201,Roll,259
1004,201,Burger,244
1005,201,Paneer Tikka,108
1006,202,Momos,383
1007,202,Roll,208
1008,202,Pasta,498
1009,202,Pizza,471
1010,202,Momos,397
1011,203,Sandwich,489
1012,203,Noodles,575
1013,203,Fried Rice,150
1014,203,Pizza,282
1015,203,Paneer Tikka,473
1016,204,Sandwich,321
1017,204,Paneer Tikka,118
1018,204,Roll,595
1019,204,Momos,273
1020,204,Burger,589
1021,205,Pizza,197
1022,205,Paneer Tikka,220
1023,205,Noodles,344
1024,205,Paneer Tikka,448
1025,205,Fried Rice,302
1026,206,Sandwich,333
1027,206,Paneer Tikka,595
1028,206,Pizza,504
1029,206,Roll,551
1030,206,Noodles,346
1031,207,Noodles,348
1032,207,Pizza,179
1033,207,Pizza,152
1034,207,Momos,303
1035,207,Pasta,496
1036,208,Fried Rice,497
1037,208,Pasta,135
1038,208,Paneer Tikka,367
1039,208,Burger,216
1040,208,Paneer Tikka,390
1041,209,Pasta,366
1042,209,Pizza,520
1043,209,Sandwich,125
1044,209,Biryani,539
1045,209,Fried Rice,268
1046,210,Pizza,172
1047,210,Biryani,423
1048,210,Burger,347
1049,210,Pasta,351
1050,210,Noodles,203
1051,211,Roll,233
1052,211,Roll,388
1053,211,Noodles,332
1054,211,Burger,253
1055,211,Fried Rice,138
1056,212,Sandwich,548
1057,212,Sandwich,347
1058,212,Burger,286
1059,212,Sandwich,349
1060,212,Fried Rice,109
1061,213,Fried Rice,569
1062,213,Biryani,453
1063,213,Pasta,136
1064,213,Pizza,544
1065,213,Noodles,535
1066,214,Paneer Tikka,310
1067,214,Fried Rice,235
1068,214,Momos,441
1069,214,Noodles,163
1070,214,Paneer Tikka,215
1071,215,Pizza,342
1072,215,Pasta,191
1073,215,Momos,547
1074,215,Momos,377
1075,215,Fried Rice,222
1076,216,Noodles,147
1077,216,Pasta,325
1078,216,Fried Rice,488
1079,216,Sandwich,210
1080,216,Paneer Tikka,124
1081,217,Noodles,232
1082,217,Burger,270
1083,217,Pasta,484
1084,217,Noodles,499
1085,217,Roll,572
1086,218,Paneer Tikka,248
1087,218,Biryani,252
1088,218,Fried Rice,584
1089,218,Sandwich,561
1090,218,Noodles,552
1091,219,Noodles,474
1092,219,Sandwich,587
1093,219,Biryani,496
1094,219,Biryani,204
1095,219,Noodles,295
1096,220,Burger,508
1097,220,Burger,385
1098,220,Pizza,291
1099,220,Paneer Tikka,277
1100,220,Biryani,443
1101,221,Pizza,476
1102,221,Burger,217
1103,221,Momos,427
1104,221,Momos,472
1105,221,Fried Rice,500
1106,222,Paneer Tikka,458
1107,222,Fried Rice,599
1108,222,Fried Rice,524
1109,222,Momos,252
1110,222,Burger,488
1111,223,Noodles,231
1112,223,Sandwich,435
1113,223,Paneer Tikka,404
1114,223,Roll,299
1115,223,Burger,385
1116,224,Roll,597
1117,224,Noodles,551
1118,224,Burger,369
1119,224,Biryani,230
1120,224,Burger,473
1121,225,Paneer Tikka,448
1122,225,Biryani,273
1123,225,Sandwich,242
1124,225,Paneer Tikka,252
1125,225,Pizza,572
1126,226,Momos,582
1127,226,Momos,449
1128,226,Biryani,504
1129,226,Pasta,579
1130,226,Momos,327
1131,227,Noodles,108
1132,227,Paneer Tikka,386
1133,227,Burger,271
1134,227,Pasta,263
1135,227,Burger,196
1136,228,Paneer Tikka,342
1137,228,Biryani,344
1138,228,Momos,437
1139,228,Pizza,496
1140,228,Fried Rice,465
1141,229,Paneer Tikka,186
1142,229,Roll,377
1143,229,Fried Rice,155
1144,229,Fried Rice,135
1145,229,Biryani,125
1146,230,Pizza,168
1147,230,Pizza,204
1148,230,Momos,268
1149,230,Roll,508
1150,230,Pasta,338
1151,231,Paneer Tikka,259
1152,231,Burger,499
1153,231,Sandwich,174
1154,231,Fried Rice,343
1155,231,Momos,339
1156,232,Sandwich,443
1157,232,Sandwich,589
1158,232,Paneer Tikka,559
1159,232,Pizza,119
1160,232,Momos,381
1161,233,Fried Rice,431
1162,233,Pasta,267
1163,233,Sandwich,525
1164,233,Paneer Tikka,101
1165,233,Fried Rice,162
1166,234,Burger,588
1167,234,Fried Rice,227
1168,234,Biryani,449
1169,234,Burger,478
1170,234,Paneer Tikka,249
1171,235,Momos,477
1172,235,Paneer Tikka,433
1173,235,Burger,169
1174,235,Burger,545
1175,235,Biryani,537
1176,236,Biryani,403
1177,236,Paneer Tikka,479
1178,236,Roll,264
1179,236,Fried Rice,598
1180,236,Sandwich,409
1181,237,Fried Rice,119
1182,237,Burger,162
1183,237,Pizza,544
1184,237,Roll,135
1185,237,Pasta,127
1186,238,Burger,504
1187,238,Pizza,105
1188,238,Paneer Tikka,494
1189,238,Fried Rice,400
1190,238,Biryani,380
1191,239,Momos,567
1192,239,Biryani,201
1193,239,Sandwich,331
1194,239,Roll,324
1195,239,Paneer Tikka,106
1196,240,Burger,494
1197,240,Noodles,204
1198,240,Noodles,453
1199,240,Biryani,541
1200,240,Noodles,263
1201,241,Noodles,399
1202,241,Roll,439
1203,241,Fried Rice,137
1204,241,Noodles,375
1205,241,Biryani,516
