order_id,user_id,menu_id,quantity,price,total_amount,order_date,payment_method
139,146,1845,2,292,584,2024-01-14,COD
140,1143,1379,1,397,397,2024-01-03,COD
141,142,1300,4,538,2152,2024-09-07,COD
142,794,725,4,572,2288,2024-01-09,UPI
143,1951,344,1,102,102,2025-02-24,UPI
144,1202,162,2,264,528,2025-03-05,UPI
145,488,17,4,496,1984,2024-06-12,UPI
146,1858,1942,2,512,1024,2024-07-27,Card
147,1075,1367,4,420,1680,2024-04-11,Card
148,529,1694,3,146,438,2025-01-23,UPI
149,1891,340,3,472,1416,2024-01-15,Card
150,557,1833,3,484,1452,2024-02-18,COD
151,710,709,2,102,204,2025-04-06,COD
152,839,164,1,559,559,2025-02-10,UPI
153,480,1980,1,288,288,2024-04-20,Card
154,288,650,2,502,1004,2024-12-04,COD
155,72,983,2,107,214,2024-11-06,COD
156,218,495,1,572,572,2024-09-20,COD
157,1426,553,1,525,525,2024-02-10,Card
158,77,1049,4,351,1404,2025-05-10,UPI
159,1774,1849,4,598,2392,2024-07-26,Card
160,1197,718,4,227,908,2024-07-10,COD
161,649,957,3,212,636,2024-09-19,UPI
162,1610,1945,2,417,834,2025-05-12,UPI
163,867,279,1,569,569,2024-04-12,COD
164,814,1972,4,423,1692,2024-12-21,COD
165,581,1034,4,303,1212,2024-01-26,Card
166,370,1166,2,588,1176,2024-10-28,Card
167,770,560,4,111,444,2025-03-27,COD
168,1620,308,4,570,2280,2024-05-04,UPI
169,1520,1448,3,366,1098,2024-10-24,COD
170,417,501,4,300,1200,2024-12-21,UPI
171,977,1925,3,230,690,2024-03-10,COD
172,1561,1400,2,543,1086,2024-06-23,Card
173,1938,530,1,295,295,2024-01-14,COD
174,152,493,4,421,1684,2024-10-22,COD
175,380,1058,1,286,286,2025-02-24,COD
176,407,1330,2,439,878,2024-05-02,COD
177,704,890,3,192,576,2024-01-28,COD
178,1317,11,4,403,1612,2024-06-22,COD
179,677,331,2,583,1166,2025-02-20,Card
180,13,804,1,228,228,2024-05-25,COD
181,889,29,3,532,1596,2024-03-15,COD
182,273,1284,4,126,504,2024-01-01,Card
183,994,1276,2,573,1146,2024-04-13,COD
184,244,645,4,171,684,2024-08-11,UPI
185,646,725,2,572,1144,2025-03-04,UPI
186,445,1280,4,117,468,2025-03-30,UPI
187,1656,1806,4,146,584,2024-10-09,UPI
188,1031,789,4,427,1708,2024-08-08,Card
189,983,1917,2,494,988,2024-11-10,Card
190,1169,507,1,529,529,2024-01-14,Card
191,713,466,3,171,513,2024-11-20,Card
192,1712,644,2,379,758,2024-06-25,UPI
193,396,1216,2,561,1122,2024-09-08,UPI
194,349,292,2,524,1048,2024-09-30,UPI
195,1542,781,3,588,1764,2024-06-22,Card
196,1617,1135,3,196,588,2024-07-02,COD
197,1640,1949,2,181,362,2024-08-28,Card
198,1786,950,2,159,318,2024-09-21,UPI
199,1879,1385,2,185,370,2024-04-11,UPI
200,1239,1192,2,201,402,2024-03-05,Card
201,841,929,4,595,2380,2024-08-27,UPI
202,1350,386,1,323,323,2024-08-21,Card
203,1023,414,4,586,2344,2024-11-17,UPI
204,1171,351,4,343,1372,2024-06-02,UPI
205,774,1541,3,401,1203,2025-04-10,UPI
206,350,900,3,227,681,2024-12-16,Card
207,39,983,4,107,428,2024-05-30,Card
208,1097,990,3,530,1590,2024-02-17,UPI
209,987,1672,2,200,400,2024-08-22,COD
210,873,393,3,220,660,2024-05-23,COD
211,1415,280,3,308,924,2024-07-15,Card
212,19,1778,1,252,252,2024-08-14,COD
213,1509,1465,4,418,1672,2025-03-24,Card
214,1484,1839,4,459,1836,2024-05-25,Card
215,613,235,1,104,104,2024-12-22,UPI
216,46,290,1,414,414,2024-05-14,UPI
217,84,1007,4,208,832,2024-10-26,Card
218,1716,651,4,407,1628,2024-09-15,UPI
219,310,1228,1,384,384,2024-08-03,COD
220,700,1036,4,497,1988,2024-12-09,COD
221,473,484,2,436,872,2025-05-12,UPI
222,1000,390,3,319,957,2024-01-20,UPI
223,165,363,1,116,116,2024-08-09,Card
224,1421,84,4,485,1940,2024-11-09,UPI
225,1845,400,4,152,608,2025-02-28,COD
226,52,1050,3,203,609,2024-12-13,COD
227,1231,1934,2,197,394,2025-03-21,UPI
228,1633,673,1,152,152,2025-03-09,Card
229,864,431,2,492,984,2024-08-27,UPI
230,1993,1580,2,318,636,2025-03-20,UPI
231,1114,332,4,393,1572,2024-07-01,UPI
232,491,1368,3,423,1269,2024-11-12,Card
233,881,918,1,441,441,2025-04-01,Card
234,1932,300,4,269,1076,2024-09-26,Card
235,796,1259,3,267,801,2024-06-04,COD
236,1890,879,4,163,652,2025-01-03,COD
237,1184,1316,1,501,501,2024-06-18,UPI
238,343,317,3,200,600,2025-02-21,COD
239,1359,1069,2,163,326,2024-02-14,Card
240,1019,834,1,485,485,2024-09-21,COD
241,1784,1307,4,163,652,2025-01-28,Card
242,1134,769,3,342,1026,2024-06-07,Card
243,918,970,4,244,976,2024-06-03,Card
244,975,1551,2,318,636,2024-06-17,UPI
245,1852,1352,4,456,1824,2024-06-04,UPI
246,1124,94,3,193,579,2024-07-16,COD
247,966,217,1,163,163,2024-03-04,Card
248,685,584,4,353,1412,2024-02-02,Card
249,416,1005,1,108,108,2024-02-10,Card
250,747,1744,3,224,672,2024-12-05,Card
251,1724,247,4,164,656,2025-02-13,UPI
252,1746,448,4,118,472,2025-01-05,Card
253,1872,243,3,461,1383,2024-07-02,UPI
254,230,984,2,503,1006,2024-08-11,UPI
255,92,52,1,164,164,2024-02-18,Card
256,1415,1258,1,460,460,2024-04-16,UPI
257,1625,1889,3,262,786,2024-10-21,UPI
258,1277,1052,1,388,388,2024-05-28,COD
259,1870,342,4,210,840,2024-03-09,UPI
260,1511,1511,2,534,1068,2024-04-07,Card
261,1157,932,1,476,476,2024-02-05,COD
262,264,981,3,139,417,2025-05-12,Card
263,67,536,2,482,964,2025-04-04,COD
264,1079,363,2,116,232,2024-08-25,UPI
265,1136,1735,4,437,1748,2024-12-20,Card
266,305,1176,2,403,806,2024-01-01,Card
267,1165,1382,1,546,546,2024-11-04,UPI
268,354,824,4,235,940,2024-03-14,COD
269,1925,1057,2,347,694,2025-01-08,COD
270,1771,958,2,310,620,2024-02-23,UPI
271,1122,1794,1,329,329,2024-12-05,Card
272,608,1942,1,512,512,2025-04-26,COD
273,1376,1187,3,105,315,2025-02-09,Card
274,1379,1499,3,498,1494,2025-03-15,COD
275,1075,68,3,126,378,2024-01-10,UPI
276,790,942,2,261,522,2024-12-12,COD
277,1237,777,2,425,850,2024-10-17,UPI
278,1473,1999,2,221,442,2025-01-15,COD
279,301,1000,1,305,305,2024-07-06,Card
280,842,354,4,293,1172,2025-01-24,COD
281,327,357,2,482,964,2024-08-25,COD
282,1848,238,2,467,934,2024-01-11,COD
283,530,57,3,552,1656,2024-11-23,UPI
284,643,860,3,301,903,2024-10-24,Card
285,884,1788,3,362,1086,2024-02-11,COD
286,579,971,4,316,1264,2025-01-25,COD
287,1906,1208,4,389,1556,2025-04-26,UPI
288,1850,959,3,499,1497,2024-05-31,UPI
289,1290,1095,4,295,1180,2024-02-01,UPI
290,407,1023,2,344,688,2025-02-19,COD
291,64,861,3,390,1170,2025-04-26,COD
292,358,275,3,408,1224,2024-11-22,UPI
293,485,1330,3,439,1317,2024-10-22,Card
294,1164,249,3,271,813,2024-06-21,COD
295,863,1969,1,296,296,2024-11-08,COD
296,228,1148,2,268,536,2024-03-24,COD
297,1182,805,1,354,354,2024-04-21,Card
298,503,174,2,409,818,2024-10-09,UPI
299,1729,1219,4,391,1564,2024-03-06,Card
300,1142,52,3,164,492,2024-08-04,UPI
301,273,1015,4,473,1892,2024-06-13,UPI
302,1343,936,4,369,1476,2024-05-10,UPI
303,959,752,1,109,109,2024-05-24,Card
304,1477,315,4,535,2140,2024-06-21,COD
305,1673,1021,1,197,197,2024-06-18,COD
306,771,1828,1,396,396,2024-10-02,UPI
307,1730,1039,4,216,864,2024-09-09,COD
308,305,1698,2,521,1042,2024-10-30,COD
309,1531,1603,1,190,190,2025-02-03,Card
310,239,405,2,472,944,2025-04-11,UPI
311,1406,765,3,477,1431,2025-04-02,COD
312,318,114,4,344,1376,2024-06-08,Card
313,573,854,1,575,575,2024-09-26,COD
314,42,1974,3,498,1494,2024-02-23,Card
315,122,1219,2,391,782,2024-05-18,COD
316,1718,90,1,137,137,2024-08-28,UPI
317,32,1926,2,392,784,2024-01-06,COD
318,1990,951,4,394,1576,2024-04-12,COD
319,983,1986,2,264,528,2025-01-21,Card
320,1061,93,3,423,1269,2025-04-30,COD
321,1511,316,1,132,132,2024-04-24,Card
322,1850,1982,2,242,484,2025-03-18,UPI
323,1539,1498,1,393,393,2024-10-12,Card
324,322,1926,1,392,392,2025-04-13,COD
325,301,1430,1,428,428,2025-03-11,UPI
326,1447,911,2,133,266,2024-01-11,UPI
327,822,189,3,400,1200,2025-02-08,Card
328,1701,1101,3,476,1428,2024-12-29,Card
329,1039,763,1,492,492,2024-12-20,UPI
330,1313,121,1,354,354,2024-05-15,UPI
331,1172,563,3,425,1275,2024-08-16,COD
332,1056,522,2,285,570,2024-04-09,COD
333,78,1582,2,104,208,2024-09-29,COD
334,1233,1045,4,268,1072,2024-05-08,Card
335,1106,1424,2,364,728,2024-05-24,COD
336,737,203,2,303,606,2024-05-11,UPI
337,979,860,4,301,1204,2024-11-11,Card
338,1116,735,4,559,2236,2025-01-18,COD
339,546,858,2,368,736,2024-09-27,Card
340,1184,1271,2,205,410,2024-03-27,UPI
341,1442,299,1,422,422,2024-07-06,UPI
342,423,875,1,587,587,2024-02-24,Card
343,400,977,4,304,1216,2025-04-10,Card
344,1883,357,3,482,1446,2024-07-11,COD
345,759,1909,2,122,244,2024-03-21,Card
346,239,1611,1,246,246,2024-08-04,Card
347,790,137,4,462,1848,2025-05-07,UPI
348,1088,362,1,355,355,2024-12-21,COD
349,917,132,2,117,234,2024-03-27,Card
350,559,290,2,414,828,2025-05-14,COD
351,1118,699,3,114,342,2025-01-23,COD
352,543,1833,2,484,968,2025-04-11,UPI
353,708,1453,2,515,1030,2024-03-28,UPI
354,1922,526,2,163,326,2024-03-11,UPI
355,354,1127,1,449,449,2024-09-28,COD
356,1938,919,1,505,505,2025-01-10,COD
357,593,688,2,219,438,2025-01-09,COD
358,689,372,4,451,1804,2024-11-04,Card
359,1560,421,1,570,570,2024-08-10,UPI
360,1903,735,3,559,1677,2024-01-11,COD
361,719,1171,1,477,477,2024-04-29,UPI
362,1505,1787,4,274,1096,2024-12-13,Card
363,1223,1842,1,581,581,2024-09-04,COD
364,1395,815,4,230,920,2025-03-12,COD
365,1085,1980,4,288,1152,2024-10-05,COD
366,1519,745,1,242,242,2024-05-23,Card
367,1850,1107,4,599,2396,2024-04-06,UPI
368,413,1644,3,311,933,2025-05-04,UPI
369,1755,962,3,568,1704,2024-05-31,COD
370,1601,1490,3,118,354,2024-11-24,Card
371,1385,1571,4,370,1480,2024-05-24,COD
372,1072,1179,1,598,598,2024-03-16,Card
373,1567,625,3,187,561,2024-03-06,UPI
374,1744,1669,2,206,412,2024-09-21,Card
375,1881,1128,2,504,1008,2025-03-20,UPI
376,218,1093,4,496,1984,2024-12-27,UPI
377,862,358,2,254,508,2024-06-07,UPI
378,1309,1227,3,513,1539,2024-12-24,Card
379,1553,959,1,499,499,2024-06-28,Card
380,1342,1419,2,409,818,2024-02-16,Card
381,398,1575,3,403,1209,2024-05-15,Card
382,693,424,4,513,2052,2024-04-16,COD
383,885,1592,3,357,1071,2025-02-19,Card
384,1035,243,3,461,1383,2024-01-16,Card
385,1554,517,3,244,732,2024-12-02,Card
386,1879,1312,3,401,1203,2024-09-15,UPI
387,305,1861,4,559,2236,2025-03-07,Card
388,1967,1633,1,237,237,2024-06-14,Card
389,486,1620,4,239,956,2025-03-24,UPI
390,899,1101,2,476,952,2024-04-23,COD
391,1457,1634,2,564,1128,2024-10-31,Card
392,206,1385,2,185,370,2024-04-26,COD
393,1802,1724,3,391,1173,2024-01-11,Card
394,1605,1529,4,420,1680,2024-08-15,COD
395,1840,287,4,119,476,2024-10-14,COD
396,1673,366,1,204,204,2024-07-15,Card
397,1144,984,1,503,503,2025-01-17,COD
398,111,1747,4,593,2372,2025-05-01,Card
399,170,822,2,267,534,2025-01-10,COD
400,1851,1908,2,373,746,2024-01-19,COD
401,1433,1319,2,560,1120,2024-03-24,UPI
402,365,863,3,166,498,2024-03-16,Card
403,64,1915,3,375,1125,2024-02-14,UPI
404,621,442,2,216,432,2024-06-15,COD
405,768,451,2,535,1070,2024-04-05,COD
406,601,1919,3,128,384,2024-06-07,UPI
407,198,767,3,253,759,2025-03-12,UPI
408,999,143,4,356,1424,2025-01-21,Card
409,500,366,3,204,612,2024-05-14,COD
410,1882,1557,3,163,489,2024-03-21,Card
411,1679,1376,1,148,148,2024-09-20,COD
412,1733,999,3,139,417,2024-04-01,COD
413,218,1553,4,323,1292,2025-01-06,UPI
414,455,103,4,591,2364,2025-05-14,UPI
415,1121,1286,1,270,270,2024-05-07,UPI
416,1725,1216,3,561,1683,2024-02-01,COD
417,1278,1438,3,326,978,2024-11-08,COD
418,1689,1829,2,304,608,2024-04-25,UPI
419,617,1617,4,484,1936,2024-01-26,Card
420,260,1025,1,302,302,2024-04-25,COD
421,1744,494,1,146,146,2024-06-25,COD
422,302,455,3,251,753,2025-02-10,COD
423,1850,1001,3,340,1020,2024-01-01,UPI
424,1636,1693,3,500,1500,2025-04-20,Card
425,849,1952,3,292,876,2024-11-15,UPI
426,314,424,3,513,1539,2025-03-08,COD
427,1348,1422,2,285,570,2024-08-17,Card
428,747,858,1,368,368,2024-08-13,Card
429,1271,554,1,256,256,2024-01-04,Card
430,770,203,2,303,606,2024-06-27,UPI
431,87,210,1,247,247,2024-11-25,COD
432,1543,974,1,173,173,2025-04-19,COD
433,462,933,2,175,350,2024-05-18,Card
434,198,199,1,483,483,2024-10-30,UPI
435,1146,647,2,197,394,2024-09-14,UPI
436,1905,942,4,261,1044,2024-03-17,Card
437,1794,111,4,554,2216,2024-02-26,UPI
438,210,1467,3,253,759,2025-03-28,UPI
439,791,1323,4,337,1348,2024-01-21,Card
440,1928,158,2,505,1010,2024-02-20,Card
441,368,1984,1,193,193,2024-11-18,UPI
442,1067,112,2,200,400,2024-06-25,UPI
443,1188,893,4,525,2100,2024-04-27,COD
444,1314,130,1,424,424,2024-06-08,UPI
445,1637,1303,3,561,1683,2024-02-10,UPI
446,1611,1505,4,126,504,2024-06-27,Card
447,1943,1175,3,537,1611,2024-12-23,Card
448,1192,989,3,496,1488,2025-04-27,COD
449,169,1360,3,415,1245,2024-06-12,COD
450,1657,1286,4,270,1080,2024-02-02,COD
451,25,366,1,204,204,2024-02-09,UPI
452,804,918,3,441,1323,2025-03-20,UPI
453,211,1620,2,239,478,2024-03-14,COD
454,1311,92,3,505,1515,2025-05-08,UPI
455,1950,1422,4,285,1140,2024-02-29,Card
456,657,118,3,107,321,2025-04-29,COD
457,234,400,2,152,304,2024-01-20,Card
458,516,1394,4,289,1156,2024-11-04,UPI
459,1152,262,3,183,549,2024-10-19,UPI
460,1062,730,3,165,495,2024-02-07,Card
461,1913,373,4,596,2384,2025-04-12,Card
462,572,1988,3,494,1482,2024-11-30,Card
463,430,1445,1,517,517,2024-06-29,Card
464,1417,1704,3,153,459,2024-05-24,COD
465,271,615,1,547,547,2024-08-01,UPI
466,1498,1801,1,392,392,2024-11-30,COD
467,917,1841,4,196,784,2025-04-11,UPI
468,1908,1901,3,235,705,2024-09-17,Card
469,1967,1538,4,131,524,2024-04-11,Card
470,1966,968,1,558,558,2024-03-10,UPI
471,1124,490,3,291,873,2024-11-24,Card
472,272,1703,1,135,135,2024-09-15,UPI
473,1854,1753,2,515,1030,2024-10-14,Card
474,1668,57,2,552,1104,2024-03-07,COD
475,1602,1707,1,312,312,2025-02-14,Card
476,437,658,4,269,1076,2024-06-21,COD
477,1887,978,1,365,365,2024-10-24,COD
478,1552,1599,2,600,1200,2024-05-04,Card
479,149,1711,3,328,984,2025-01-07,COD
480,1645,1605,2,545,1090,2025-04-07,Card
481,126,622,4,281,1124,2024-02-24,Card
482,1671,1808,1,149,149,2024-09-21,COD
483,1932,1224,3,456,1368,2024-10-06,COD
484,33,574,1,351,351,2024-05-23,UPI
485,771,1872,4,347,1388,2024-08-09,UPI
486,750,469,1,274,274,2024-01-14,UPI
487,643,416,2,438,876,2024-11-06,UPI
488,1962,923,3,181,543,2024-06-02,COD
489,895,743,4,227,908,2024-01-05,COD
490,875,1118,1,369,369,2024-02-26,COD
491,1383,769,4,342,1368,2024-08-25,COD
492,1979,43,1,262,262,2024-01-25,COD
493,1030,1394,3,289,867,2024-03-15,COD
494,670,362,4,355,1420,2025-01-16,UPI
495,1129,700,2,503,1006,2024-03-03,COD
496,1834,275,2,408,816,2025-04-18,Card
497,377,148,4,577,2308,2024-07-18,COD
498,710,1292,3,508,1524,2024-06-04,COD
499,1891,1297,3,542,1626,2024-08-20,UPI
500,1577,1292,2,508,1016,2025-04-19,COD
501,1791,516,3,529,1587,2024-06-12,Card
502,1105,552,1,504,504,2025-03-22,COD
503,484,117,1,499,499,2024-01-28,Card
504,1924,797,3,369,1107,2025-03-13,UPI
505,1443,588,4,338,1352,2024-08-06,Card
506,976,1035,4,496,1984,2024-09-10,COD
507,215,1005,2,108,216,2024-11-17,UPI
508,1391,1058,3,286,858,2024-05-11,UPI
509,824,522,1,285,285,2024-11-21,COD
510,809,1586,4,363,1452,2024-05-08,Card
511,1805,1751,4,476,1904,2024-05-20,COD
512,1577,411,3,427,1281,2025-01-11,Card
513,732,156,2,185,370,2024-12-10,Card
514,652,49,3,110,330,2024-12-12,Card
515,632,1391,4,439,1756,2024-02-16,UPI
516,1066,1982,3,242,726,2024-08-26,COD
517,997,1182,4,162,648,2024-09-21,COD
518,1317,1689,1,288,288,2025-02-06,COD
519,41,1200,2,263,526,2024-11-16,UPI
520,1062,403,3,468,1404,2025-03-19,UPI
521,113,1972,2,423,846,2024-12-02,Card
522,348,367,3,468,1404,2024-01-16,COD
523,1595,1765,2,148,296,2025-01-07,Card
524,1374,110,2,200,400,2024-01-02,COD
525,586,191,1,486,486,2024-11-07,Card
526,1434,1882,2,377,754,2024-08-23,UPI
527,1512,899,4,507,2028,2024-02-22,UPI
528,1720,134,1,290,290,2024-01-10,COD
529,616,158,3,505,1515,2024-11-12,Card
530,1928,1213,1,160,160,2024-06-23,COD
531,1642,551,4,515,2060,2024-09-24,COD
532,649,252,1,537,537,2024-01-22,UPI
533,1987,995,4,409,1636,2025-01-14,UPI
534,790,1171,4,477,1908,2024-07-07,UPI
535,1623,1032,3,179,537,2024-05-08,COD
536,1574,1917,2,494,988,2025-02-19,Card
537,1215,1318,2,469,938,2024-11-12,COD
538,1478,1028,2,504,1008,2024-05-31,COD
539,20,1496,3,171,513,2024-04-29,COD
540,1591,249,4,271,1084,2024-08-09,UPI
541,491,743,2,227,454,2024-08-19,Card
542,1161,303,4,113,452,2024-07-19,Card
543,1253,1326,1,550,550,2024-08-01,UPI
544,1038,191,4,486,1944,2024-06-26,COD
545,1596,1899,1,186,186,2024-07-22,COD
546,1368,1072,2,191,382,2024-04-27,COD
547,1111,146,3,271,813,2024-09-29,COD
548,182,1733,1,250,250,2025-01-18,COD
549,1739,1583,4,358,1432,2024-11-06,COD
550,1694,1102,3,217,651,2024-07-11,COD
551,1611,1729,4,420,1680,2025-01-19,COD
552,187,1753,2,515,1030,2025-01-21,COD
553,1915,685,1,300,300,2024-12-10,Card
554,1077,273,3,554,1662,2025-02-13,COD
555,1577,1706,2,445,890,2024-12-06,COD
556,1191,1952,2,292,584,2024-12-10,COD
557,1667,1482,2,335,670,2024-11-16,UPI
558,1514,1549,2,200,400,2024-11-12,Card
559,1477,1719,4,276,1104,2024-05-06,COD
560,11,706,3,135,405,2024-03-10,Card
561,467,181,2,168,336,2024-08-13,Card
562,970,1787,2,274,548,2024-08-05,Card
563,580,837,4,434,1736,2024-02-29,Card
564,1654,508,1,567,567,2025-04-12,UPI
565,1767,1820,4,351,1404,2024-05-19,Card
566,1576,1859,4,208,832,2024-12-26,UPI
567,454,358,2,254,508,2024-11-18,UPI
568,965,1390,4,567,2268,2024-11-11,UPI
569,153,1425,4,430,1720,2024-06-03,COD
570,229,866,4,199,796,2024-01-13,Card
571,1967,1492,3,110,330,2024-04-27,Card
572,28,272,4,451,1804,2024-11-13,UPI
573,1748,1572,3,282,846,2025-02-19,COD
574,1812,866,3,199,597,2024-06-29,UPI
575,1624,158,3,505,1515,2025-01-21,UPI
576,115,76,2,377,754,2024-05-28,COD
577,1755,332,2,393,786,2024-04-13,UPI
578,1854,1542,4,506,2024,2025-04-14,Card
579,684,1375,4,366,1464,2024-02-06,COD
580,1885,1344,4,306,1224,2024-07-01,UPI
581,301,1490,1,118,118,2024-04-28,Card
582,1297,934,4,517,2068,2024-06-27,COD
583,451,1045,2,268,536,2024-04-01,UPI
584,552,603,2,588,1176,2024-04-26,COD
585,975,319,2,576,1152,2024-06-28,UPI
586,1296,1213,3,160,480,2024-11-04,Card
587,588,315,1,535,535,2024-05-18,Card
